event_id,timestamp,user,country,device,resource,success,auth_method,is_attack
daa36c67-e78d-4770-a9d9-c9e6ec20140e,2026-01-27T06:58:09.395577,user1@example.com,Canada,Laptop,payroll.csv,1,password,0
e4520439-23bd-4be3-b5f7-92afbe8f6a00,2026-01-27T07:49:45.395577,user1@example.com,Canada,Laptop,email,1,password,0
94a0b46a-087a-461b-84f9-b61933111d5d,2026-01-27T08:39:49.395577,user1@example.com,Canada,Laptop,code_repo,1,mfa,0
75d1c0b5-bedb-45b0-ae2d-6af6d6d73826,2026-01-27T06:17:52.395577,user1@example.com,Canada,Laptop,email,1,mfa,0
0c140d61-fec3-46fa-93c3-e348e034b183,2026-01-27T08:29:19.395577,user1@example.com,Canada,Laptop,email,1,password,0
a2ced838-cd01-4e11-985c-d9415fe77a1a,2026-01-27T07:18:03.395577,user1@example.com,Canada,Laptop,code_repo,1,mfa,0
3ea00eb8-e801-4003-91c1-dbd535fca9de,2026-01-27T09:25:13.395577,user2@example.com,Canada,Desktop,email,1,password,0
37c076db-b66c-4927-b130-8e86cfbb3158,2026-01-27T08:18:22.395577,user2@example.com,Canada,Desktop,hr_portal,1,mfa,0
bab3b904-d1cd-4f8c-9452-474991f05122,2026-01-27T08:42:08.395577,user2@example.com,Canada,Desktop,code_repo,1,mfa,0
96e08d93-d589-4bb4-a844-63aa73ac5722,2026-01-27T07:54:45.395577,user2@example.com,Canada,Desktop,payroll.csv,1,password,0
dfcc84c2-952f-4b81-b569-2252d331da2c,2026-01-27T09:52:38.395577,user2@example.com,Canada,Desktop,finance_dashboard,1,password,0
208d30c2-3a27-47db-91a1-b53d81d45506,2026-01-27T08:36:45.395577,user2@example.com,Canada,Desktop,payroll.csv,1,password,0
d63120c6-bf6f-47f2-8570-8c238128f456,2026-01-27T08:33:21.395577,user3@example.com,USA,Laptop,email,1,password,0
b0fee033-bde4-424e-aa26-f06a1f7a21f9,2026-01-27T07:37:45.395577,user3@example.com,USA,Laptop,email,1,mfa,0
45f1ce5d-9437-400f-a668-c7b9bff81d3f,2026-01-27T06:53:59.395577,user3@example.com,USA,Laptop,wiki,1,mfa,0
6de9b62d-7382-4bd9-a956-47b7f21d8009,2026-01-27T06:28:36.395577,user3@example.com,USA,Laptop,hr_portal,1,mfa,0
4dc0c3b7-623b-474c-9ef3-4cc9e44c9409,2026-01-27T08:49:55.395577,user3@example.com,USA,Laptop,finance_dashboard,1,password,0
d27c07c2-e028-4710-b0b5-00e81bfc4eea,2026-01-27T06:44:59.395577,user3@example.com,USA,Laptop,email,1,password,0
8a7f6475-e6d2-4980-bf67-f86e7eeb93d3,2026-01-27T16:52:38.395577,user4@example.com,Canada,Mobile,payroll.csv,1,password,0
2da110c7-09e0-4d29-80f4-a469b38a9fde,2026-01-27T17:37:06.395577,user4@example.com,Canada,Mobile,wiki,1,password,0
52facdb4-47d8-433c-9b43-fb4942deec64,2026-01-27T18:58:35.395577,user4@example.com,Canada,Mobile,payroll.csv,1,mfa,0
eaa3d2fe-eceb-4517-8536-42f253e618f1,2026-01-27T18:33:35.395577,user4@example.com,Canada,Mobile,code_repo,1,mfa,0
a4d7f9ed-9a10-4680-baf6-5951f122542c,2026-01-27T16:59:24.395577,user4@example.com,Canada,Mobile,payroll.csv,1,password,0
411f9480-d59a-42fa-b555-ba29aa16d46e,2026-01-27T19:10:34.395577,user4@example.com,Canada,Mobile,payroll.csv,1,password,0
834028bb-0229-4ff7-8005-0e04902d51bd,2026-01-27T11:36:16.395577,user5@example.com,India,Mobile,hr_portal,1,password,0
05fa31e0-e696-498a-a2a0-bccdde2ac35c,2026-01-27T13:32:59.395577,user5@example.com,India,Mobile,email,1,mfa,0
aacb24c9-322d-44fc-9942-e3718d212a70,2026-01-27T12:27:31.395577,user5@example.com,India,Mobile,hr_portal,1,password,0
ade60c05-8bc9-427a-9d7c-03750002b3cf,2026-01-27T11:58:59.395577,user5@example.com,India,Mobile,email,1,password,0
e662c118-1f84-47b0-9a91-545720121c6a,2026-01-27T11:54:58.395577,user5@example.com,India,Mobile,finance_dashboard,1,mfa,0
11804e5e-53a4-4623-b8c0-61f606462d22,2026-01-27T12:12:02.395577,user5@example.com,India,Mobile,payroll.csv,1,mfa,0
0d65a44c-fe45-4b2e-a081-b642833a1af2,2026-01-27T07:55:09.395577,user6@example.com,India,Laptop,code_repo,1,mfa,0
07bb4e27-430c-4233-9cdd-5acd5d7e5d86,2026-01-27T06:27:42.395577,user6@example.com,India,Laptop,email,1,password,0
10599be0-9483-42bb-a74f-1b4ee37c5234,2026-01-27T08:26:28.395577,user6@example.com,India,Laptop,email,1,password,0
4e9c4565-656b-45d2-9261-16c3cce82d81,2026-01-27T06:17:25.395577,user6@example.com,India,Laptop,email,1,password,0
0a2da32b-32a1-452a-b6d0-02b0203f4e7b,2026-01-27T08:27:45.395577,user6@example.com,India,Laptop,payroll.csv,1,password,0
0efa3458-263d-4357-84c1-1d0235e2b9c1,2026-01-27T09:12:24.395577,user6@example.com,India,Laptop,finance_dashboard,1,password,0
d8a01255-7dbc-4e76-8c78-c151fd7607cc,2026-01-27T18:03:54.395577,user7@example.com,USA,Laptop,hr_portal,1,mfa,0
10aaa83a-498d-4275-9932-0bcbca95dbdc,2026-01-27T17:39:54.395577,user7@example.com,USA,Laptop,wiki,1,password,0
fd453de0-f299-43b9-bd27-3b1bcca9a840,2026-01-27T18:54:09.395577,user7@example.com,USA,Laptop,email,1,mfa,0
c349402d-8c1c-46bf-baa9-64af7a6b31e8,2026-01-27T16:27:40.395577,user7@example.com,USA,Laptop,hr_portal,1,password,0
93b04271-28a9-4c86-bcb3-89b4479dd480,2026-01-27T17:23:45.395577,user7@example.com,USA,Laptop,wiki,1,password,0
2be68abd-811d-4459-a1ec-a1b4dc0a1dbf,2026-01-27T18:04:23.395577,user7@example.com,USA,Laptop,finance_dashboard,1,password,0
701ba4d5-e80d-4295-8abe-65b0dcba115a,2026-01-27T17:12:16.395577,user8@example.com,China,Laptop,hr_portal,1,mfa,0
cc375967-bae4-4e4e-8993-13ec8b6d7deb,2026-01-27T17:26:23.395577,user8@example.com,China,Laptop,wiki,1,password,0
0c693b4a-44b8-48d5-b0b9-afb04310695c,2026-01-27T17:12:52.395577,user8@example.com,China,Laptop,code_repo,1,mfa,0
ad2c206b-350f-4af7-9ba2-61f88f83333a,2026-01-27T17:40:12.395577,user8@example.com,China,Laptop,payroll.csv,1,mfa,0
b13e9779-8f68-49ff-9124-d8a0be4ffc94,2026-01-27T16:24:46.395577,user8@example.com,China,Laptop,hr_portal,1,password,0
21fd96b1-3fab-4015-8c79-b23003cec1ff,2026-01-27T18:32:31.395577,user8@example.com,China,Laptop,email,1,password,0
b8c3d967-9aeb-4cbe-bedf-284aad41bb3a,2026-01-28T06:44:33.395577,user1@example.com,Canada,Laptop,hr_portal,1,password,0
a56096ed-0501-4c7a-a0f2-a843275e7afd,2026-01-28T09:07:43.395577,user1@example.com,Canada,Laptop,wiki,1,password,0
7bf362ab-1ece-46e5-8a23-28ea32de3064,2026-01-28T08:50:30.395577,user1@example.com,Canada,Laptop,finance_dashboard,1,mfa,0
f793d5e7-a97a-4f81-a847-ece8a9925600,2026-01-28T07:26:10.395577,user1@example.com,Canada,Laptop,payroll.csv,1,mfa,0
ab477d8a-daa7-4084-b6e4-71904227d18e,2026-01-28T07:21:10.395577,user1@example.com,Canada,Laptop,payroll.csv,1,mfa,0
e1edbc0c-dec1-4776-86bc-8ae7412413c1,2026-01-28T06:12:57.395577,user1@example.com,Canada,Laptop,finance_dashboard,1,password,0
cab21ece-c092-4002-9d73-e7c8075ccb71,2026-01-28T07:46:41.395577,user2@example.com,Canada,Desktop,finance_dashboard,1,mfa,0
32f4eae6-3a39-4572-bda7-1846ada57a27,2026-01-28T08:08:43.395577,user2@example.com,Canada,Desktop,code_repo,1,mfa,0
d1071f89-783a-4fb5-b13c-3a57ac855918,2026-01-28T09:57:47.395577,user2@example.com,Canada,Desktop,finance_dashboard,1,password,0
d97bdd9e-2807-4c37-bcfb-2fa70a49d6fb,2026-01-28T10:05:03.395577,user2@example.com,Canada,Desktop,code_repo,1,password,0
b803b2d8-c7ed-4413-9aa5-84cd7782b6d0,2026-01-28T07:28:35.395577,user2@example.com,Canada,Desktop,email,1,password,0
84c70c84-fa8a-4f56-b6f9-5db0f5fc7bf6,2026-01-28T08:31:06.395577,user2@example.com,Canada,Desktop,hr_portal,1,password,0
e41537b5-306c-4c49-87db-77f2d574b6f4,2026-01-28T08:53:22.395577,user3@example.com,USA,Laptop,code_repo,1,mfa,0
2f7c7f78-bef8-473e-a456-56efc9a0d49f,2026-01-28T06:18:08.395577,user3@example.com,USA,Laptop,wiki,1,password,0
cfd4fdcd-cc0c-4551-a56e-45e1da9b103b,2026-01-28T06:34:17.395577,user3@example.com,USA,Laptop,hr_portal,1,mfa,0
57db96bf-7c74-40bc-bcfa-78e6ec92e2b1,2026-01-28T06:59:56.395577,user3@example.com,USA,Laptop,finance_dashboard,1,password,0
ecfcd2d4-45fe-449b-bf86-d38bdb67236e,2026-01-28T06:17:24.395577,user3@example.com,USA,Laptop,payroll.csv,1,password,0
4cfc2e05-a18a-4ff1-b841-41e7ad32c056,2026-01-28T07:50:03.395577,user3@example.com,USA,Laptop,hr_portal,1,password,0
89bd1ace-395a-4e0e-8c30-9aa882f87a04,2026-01-28T17:36:25.395577,user4@example.com,Canada,Mobile,email,1,password,0
f21ac5b0-4a9d-4acc-a9f2-b05ebd8e41aa,2026-01-28T18:28:10.395577,user4@example.com,Canada,Mobile,email,1,mfa,0
d3cced2d-61e8-434e-8a29-c5925bb96fd6,2026-01-28T18:59:37.395577,user4@example.com,Canada,Mobile,hr_portal,1,password,0
4e4ec179-c039-485f-aa3f-7d6fc35bad2b,2026-01-28T17:13:39.395577,user4@example.com,Canada,Mobile,payroll.csv,1,mfa,0
93e57ab8-1650-4ab1-b1b0-9c1f704f6e65,2026-01-28T19:08:15.395577,user4@example.com,Canada,Mobile,hr_portal,1,password,0
5647c4c3-bf24-4851-ada4-0cc2c5a0aa48,2026-01-28T18:07:30.395577,user4@example.com,Canada,Mobile,wiki,1,mfa,0
f8ea3a1f-7f95-4171-a444-2030cb4fbdad,2026-01-28T12:32:20.395577,user5@example.com,India,Mobile,hr_portal,1,password,0
d203bb7a-0f6f-494b-9438-6d1c75946b48,2026-01-28T12:33:45.395577,user5@example.com,India,Mobile,email,1,mfa,0
3de8acfa-eaf6-4831-bd7b-4226cf0f5056,2026-01-28T12:54:00.395577,user5@example.com,India,Mobile,wiki,1,mfa,0
8b58a938-50d4-453d-8a81-06277265ec70,2026-01-28T11:20:24.395577,user5@example.com,India,Mobile,code_repo,1,mfa,0
8c7466d4-b9a3-499c-ae63-2ed4ba2b2022,2026-01-28T11:19:06.395577,user5@example.com,India,Mobile,wiki,1,mfa,0
c56a6783-9c8c-4f01-bd7b-cd541cf82c2b,2026-01-28T12:51:00.395577,user5@example.com,India,Mobile,email,1,password,0
85de30f8-4f1d-40c2-9abd-706a54d201ad,2026-01-28T07:15:13.395577,user6@example.com,India,Laptop,wiki,0,password,0
9d89b862-2d27-4f53-bcc0-8fd640d15468,2026-01-28T07:39:32.395577,user6@example.com,India,Laptop,payroll.csv,1,mfa,0
e416482a-a078-416d-92dd-d1c840372efc,2026-01-28T09:06:35.395577,user6@example.com,India,Laptop,payroll.csv,1,mfa,0
834d7249-eb90-43a0-b5d0-1dbfa2339802,2026-01-28T08:38:48.395577,user6@example.com,India,Laptop,wiki,1,password,0
